station,name,date,latitude,longitude,elevation,precipitation
CA008401703,GANDER INTL A,2016-12-16,48.9333,-54.5667,151.0,4.6
CA008401703,GANDER INTL A,2016-12-17,48.9333,-54.5667,151.0,0.0
CA008401703,GANDER INTL A,2016-12-18,48.9333,-54.5667,151.0,16.2
CA008401703,GANDER INTL A,2016-12-19,48.9333,-54.5667,151.0,0.2
CA008401703,GANDER INTL A,2016-12-20,48.9333,-54.5667,151.0,0.0
CA008401703,GANDER INTL A,2016-12-21,48.9333,-54.5667,151.0,0.4
CA008401703,GANDER INTL A,2016-12-22,48.9333,-54.5667,151.0,0.0
CA008401703,GANDER INTL A,2016-12-23,48.9333,-54.5667,151.0,0.4
CA008401703,GANDER INTL A,2016-12-24,48.9333,-54.5667,151.0,1.0
CA008401703,GANDER INTL A,2016-12-25,48.9333,-54.5667,151.0,17.2
CA008401703,GANDER INTL A,2016-12-26,48.9333,-54.5667,151.0,2.8
CA008401703,GANDER INTL A,2016-12-27,48.9333,-54.5667,151.0,2.4
CA008401703,GANDER INTL A,2016-12-28,48.9333,-54.5667,151.0,2.4
CA008401703,GANDER INTL A,2016-12-29,48.9333,-54.5667,151.0,0.0
CA008401703,GANDER INTL A,2016-12-30,48.9333,-54.5667,151.0,11.2
CA008401703,GANDER INTL A,2016-12-31,48.9333,-54.5667,151.0,3.8
CA008202251,HALIFAX INTL A,2016-01-01,44.8833,-63.5167,145.0,0.7
CA008202251,HALIFAX INTL A,2016-01-02,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-03,44.8833,-63.5167,145.0,0.6
CA008202251,HALIFAX INTL A,2016-01-04,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-01-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-06,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-08,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-09,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-10,44.8833,-63.5167,145.0,5.0
CA008202251,HALIFAX INTL A,2016-01-11,44.8833,-63.5167,145.0,41.6
CA008202251,HALIFAX INTL A,2016-01-12,44.8833,-63.5167,145.0,2.0
CA008202251,HALIFAX INTL A,2016-01-13,44.8833,-63.5167,145.0,17.4
CA008202251,HALIFAX INTL A,2016-01-14,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-01-15,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-16,44.8833,-63.5167,145.0,39.2
CA008202251,HALIFAX INTL A,2016-01-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-18,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-01-19,44.8833,-63.5167,145.0,6.0
CA008202251,HALIFAX INTL A,2016-01-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-23,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-25,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-26,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-01-29,44.8833,-63.5167,145.0,32.4
CA008202251,HALIFAX INTL A,2016-01-30,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-01-31,44.8833,-63.5167,145.0,2.8
CA008202251,HALIFAX INTL A,2016-02-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-02,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-03,44.8833,-63.5167,145.0,0.6
CA008202251,HALIFAX INTL A,2016-02-04,44.8833,-63.5167,145.0,12.2
CA008202251,HALIFAX INTL A,2016-02-05,44.8833,-63.5167,145.0,32.6
CA008202251,HALIFAX INTL A,2016-02-06,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-02-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-08,44.8833,-63.5167,145.0,16.0
CA008202251,HALIFAX INTL A,2016-02-09,44.8833,-63.5167,145.0,9.0
CA008202251,HALIFAX INTL A,2016-02-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-11,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-12,44.8833,-63.5167,145.0,1.0
CA008202251,HALIFAX INTL A,2016-02-13,44.8833,-63.5167,145.0,2.5
CA008202251,HALIFAX INTL A,2016-02-14,44.8833,-63.5167,145.0,3.2
CA008202251,HALIFAX INTL A,2016-02-15,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-16,44.8833,-63.5167,145.0,2.4
CA008202251,HALIFAX INTL A,2016-02-17,44.8833,-63.5167,145.0,15.0
CA008202251,HALIFAX INTL A,2016-02-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-20,44.8833,-63.5167,145.0,12.7
CA008202251,HALIFAX INTL A,2016-02-21,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-02-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-23,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-24,44.8833,-63.5167,145.0,8.1
CA008202251,HALIFAX INTL A,2016-02-25,44.8833,-63.5167,145.0,31.0
CA008202251,HALIFAX INTL A,2016-02-26,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-02-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-02-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-02,44.8833,-63.5167,145.0,36.2
CA008202251,HALIFAX INTL A,2016-03-03,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-03-04,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-05,44.8833,-63.5167,145.0,22.2
CA008202251,HALIFAX INTL A,2016-03-06,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-08,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-09,44.8833,-63.5167,145.0,2.0
CA008202251,HALIFAX INTL A,2016-03-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-11,44.8833,-63.5167,145.0,8.8
CA008202251,HALIFAX INTL A,2016-03-12,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-14,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-15,44.8833,-63.5167,145.0,2.0
CA008202251,HALIFAX INTL A,2016-03-16,44.8833,-63.5167,145.0,3.8
CA008202251,HALIFAX INTL A,2016-03-17,44.8833,-63.5167,145.0,1.0
CA008202251,HALIFAX INTL A,2016-03-18,44.8833,-63.5167,145.0,4.4
CA008202251,HALIFAX INTL A,2016-03-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-21,44.8833,-63.5167,145.0,19.4
CA008202251,HALIFAX INTL A,2016-03-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-23,44.8833,-63.5167,145.0,3.8
CA008202251,HALIFAX INTL A,2016-03-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-25,44.8833,-63.5167,145.0,20.0
CA008202251,HALIFAX INTL A,2016-03-26,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-28,44.8833,-63.5167,145.0,20.3
CA008202251,HALIFAX INTL A,2016-03-29,44.8833,-63.5167,145.0,1.1
CA008202251,HALIFAX INTL A,2016-03-30,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-03-31,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-01,44.8833,-63.5167,145.0,21.7
CA008202251,HALIFAX INTL A,2016-04-02,44.8833,-63.5167,145.0,9.8
CA008202251,HALIFAX INTL A,2016-04-03,44.8833,-63.5167,145.0,9.0
CA008202251,HALIFAX INTL A,2016-04-04,44.8833,-63.5167,145.0,8.2
CA008202251,HALIFAX INTL A,2016-04-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-06,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-07,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-04-08,44.8833,-63.5167,145.0,16.4
CA008202251,HALIFAX INTL A,2016-04-09,44.8833,-63.5167,145.0,0.5
CA008202251,HALIFAX INTL A,2016-04-10,44.8833,-63.5167,145.0,13.5
CA008202251,HALIFAX INTL A,2016-04-11,44.8833,-63.5167,145.0,2.0
CA008202251,HALIFAX INTL A,2016-04-12,44.8833,-63.5167,145.0,4.1
CA008202251,HALIFAX INTL A,2016-04-13,44.8833,-63.5167,145.0,12.6
CA008202251,HALIFAX INTL A,2016-04-14,44.8833,-63.5167,145.0,27.0
CA008202251,HALIFAX INTL A,2016-04-15,44.8833,-63.5167,145.0,25.9
CA008202251,HALIFAX INTL A,2016-04-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-23,44.8833,-63.5167,145.0,5.8
CA008202251,HALIFAX INTL A,2016-04-24,44.8833,-63.5167,145.0,0.8
CA008202251,HALIFAX INTL A,2016-04-25,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-26,44.8833,-63.5167,145.0,2.0
CA008202251,HALIFAX INTL A,2016-04-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-04-30,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-02,44.8833,-63.5167,145.0,6.4
CA008202251,HALIFAX INTL A,2016-05-03,44.8833,-63.5167,145.0,1.5
CA008202251,HALIFAX INTL A,2016-05-04,44.8833,-63.5167,145.0,2.2
CA008202251,HALIFAX INTL A,2016-05-05,44.8833,-63.5167,145.0,29.8
CA008202251,HALIFAX INTL A,2016-05-06,44.8833,-63.5167,145.0,10.2
CA008202251,HALIFAX INTL A,2016-05-07,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-05-08,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-09,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-11,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-12,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-14,44.8833,-63.5167,145.0,4.2
CA008202251,HALIFAX INTL A,2016-05-15,44.8833,-63.5167,145.0,1.2
CA008202251,HALIFAX INTL A,2016-05-16,44.8833,-63.5167,145.0,1.2
CA008202251,HALIFAX INTL A,2016-05-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-20,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-05-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-22,44.8833,-63.5167,145.0,6.8
CA008202251,HALIFAX INTL A,2016-05-23,44.8833,-63.5167,145.0,1.2
CA008202251,HALIFAX INTL A,2016-05-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-25,44.8833,-63.5167,145.0,1.0
CA008202251,HALIFAX INTL A,2016-05-26,44.8833,-63.5167,145.0,9.0
CA008202251,HALIFAX INTL A,2016-05-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-28,44.8833,-63.5167,145.0,5.6
CA008202251,HALIFAX INTL A,2016-05-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-05-30,44.8833,-63.5167,145.0,19.0
CA008202251,HALIFAX INTL A,2016-05-31,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-02,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-03,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-04,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-06,44.8833,-63.5167,145.0,9.8
CA008202251,HALIFAX INTL A,2016-06-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-08,44.8833,-63.5167,145.0,37.4
CA008202251,HALIFAX INTL A,2016-06-09,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-11,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-12,44.8833,-63.5167,145.0,3.0
CA008202251,HALIFAX INTL A,2016-06-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-14,44.8833,-63.5167,145.0,3.6
CA008202251,HALIFAX INTL A,2016-06-15,44.8833,-63.5167,145.0,3.8
CA008202251,HALIFAX INTL A,2016-06-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-21,44.8833,-63.5167,145.0,0.8
CA008202251,HALIFAX INTL A,2016-06-22,44.8833,-63.5167,145.0,1.2
CA008202251,HALIFAX INTL A,2016-06-23,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-25,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-26,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-27,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-06-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-06-29,44.8833,-63.5167,145.0,0.8
CA008202251,HALIFAX INTL A,2016-06-30,44.8833,-63.5167,145.0,11.7
CA008202251,HALIFAX INTL A,2016-07-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-02,44.8833,-63.5167,145.0,9.1
CA008202251,HALIFAX INTL A,2016-07-03,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-04,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-06,44.8833,-63.5167,145.0,4.8
CA008202251,HALIFAX INTL A,2016-07-07,44.8833,-63.5167,145.0,22.0
CA008202251,HALIFAX INTL A,2016-07-08,44.8833,-63.5167,145.0,4.6
CA008202251,HALIFAX INTL A,2016-07-09,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-10,44.8833,-63.5167,145.0,12.7
CA008202251,HALIFAX INTL A,2016-07-11,44.8833,-63.5167,145.0,3.2
CA008202251,HALIFAX INTL A,2016-07-12,44.8833,-63.5167,145.0,0.6
CA008202251,HALIFAX INTL A,2016-07-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-14,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-15,44.8833,-63.5167,145.0,6.9
CA008202251,HALIFAX INTL A,2016-07-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-17,44.8833,-63.5167,145.0,1.3
CA008202251,HALIFAX INTL A,2016-07-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-23,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-25,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-26,44.8833,-63.5167,145.0,8.2
CA008202251,HALIFAX INTL A,2016-07-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-30,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-07-31,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-02,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-03,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-04,44.8833,-63.5167,145.0,5.4
CA008202251,HALIFAX INTL A,2016-08-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-06,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-07,44.8833,-63.5167,145.0,1.0
CA008202251,HALIFAX INTL A,2016-08-08,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-09,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-11,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-12,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-14,44.8833,-63.5167,145.0,9.8
CA008202251,HALIFAX INTL A,2016-08-15,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-17,44.8833,-63.5167,145.0,24.0
CA008202251,HALIFAX INTL A,2016-08-18,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-19,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-22,44.8833,-63.5167,145.0,1.4
CA008202251,HALIFAX INTL A,2016-08-23,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-25,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-26,44.8833,-63.5167,145.0,2.7
CA008202251,HALIFAX INTL A,2016-08-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-28,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-30,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-08-31,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-09-01,44.8833,-63.5167,145.0,13.2
CA008202251,HALIFAX INTL A,2016-09-02,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-09-04,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-06,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-09-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-08,44.8833,-63.5167,145.0,1.8
CA008202251,HALIFAX INTL A,2016-09-09,44.8833,-63.5167,145.0,0.8
CA008202251,HALIFAX INTL A,2016-09-10,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-11,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-09-12,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-14,44.8833,-63.5167,145.0,13.6
CA008202251,HALIFAX INTL A,2016-09-15,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-09-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-18,44.8833,-63.5167,145.0,0.6
CA008202251,HALIFAX INTL A,2016-09-19,44.8833,-63.5167,145.0,23.9
CA008202251,HALIFAX INTL A,2016-09-20,44.8833,-63.5167,145.0,7.6
CA008202251,HALIFAX INTL A,2016-09-21,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-22,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-23,44.8833,-63.5167,145.0,4.0
CA008202251,HALIFAX INTL A,2016-09-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-25,44.8833,-63.5167,145.0,2.4
CA008202251,HALIFAX INTL A,2016-09-26,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-27,44.8833,-63.5167,145.0,15.0
CA008202251,HALIFAX INTL A,2016-09-28,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-09-29,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-09-30,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-01,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-02,44.8833,-63.5167,145.0,4.8
CA008202251,HALIFAX INTL A,2016-10-04,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-06,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-07,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-08,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-09,44.8833,-63.5167,145.0,19.4
CA008202251,HALIFAX INTL A,2016-10-10,44.8833,-63.5167,145.0,83.6
CA008202251,HALIFAX INTL A,2016-10-11,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-12,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-13,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-14,44.8833,-63.5167,145.0,0.6
CA008202251,HALIFAX INTL A,2016-10-15,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-16,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-17,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-18,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-10-19,44.8833,-63.5167,145.0,0.8
CA008202251,HALIFAX INTL A,2016-10-20,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-21,44.8833,-63.5167,145.0,6.6
CA008202251,HALIFAX INTL A,2016-10-22,44.8833,-63.5167,145.0,69.6
CA008202251,HALIFAX INTL A,2016-10-23,44.8833,-63.5167,145.0,0.3
CA008202251,HALIFAX INTL A,2016-10-24,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-25,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-10-26,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-10-27,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-10-28,44.8833,-63.5167,145.0,18.6
CA008202251,HALIFAX INTL A,2016-10-29,44.8833,-63.5167,145.0,13.4
CA008202251,HALIFAX INTL A,2016-10-30,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-10-31,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-11-01,44.8833,-63.5167,145.0,0.4
CA008202251,HALIFAX INTL A,2016-11-02,44.8833,-63.5167,145.0,0.2
CA008202251,HALIFAX INTL A,2016-11-03,44.8833,-63.5167,145.0,6.8
CA008202251,HALIFAX INTL A,2016-11-04,44.8833,-63.5167,145.0,1.4
CA008202251,HALIFAX INTL A,2016-11-05,44.8833,-63.5167,145.0,0.0
CA008202251,HALIFAX INTL A,2016-11-06,44.8833,-63.5167,145.0,7.0
